video_id,view_count,like_count,dislike_count,favorite_count,comment_count,published_date,title,category_id
POGBdDSVybk,272470,1673,30,0,136,2010-10-17T17:49:23.000Z,Funny Japanese advertisement 1,24
Kjmq-ADfcGw,243089,3370,11,0,161,2014-10-30T16:18:11.000Z,#NCSTSHIRT: Winning Design Reveal,29
7UjqLfjsfMk,261013,850,31,0,145,2011-02-01T23:26:38.000Z,"\The Best Part\""""",25
pvVNY2YC5zI,390282,977,56,0,577,2012-04-04T13:22:09.000Z,Shaq Buick Commercial,2
bGFyHV2vbwE,1111717,349,82,0,11,2016-02-08T20:07:42.000Z,"What Happens Here\, Stays Here - First Time Commercial",19
eikcKu89fDs,264773,623,19,0,57,2014-11-20T03:59:06.000Z,α7Ⅱ from Sony: Official Video Release,28
rqp6S6qgVg8,9474,0,0,0,0,2016-02-26T14:50:49.000Z,Check Out The Redesigned Accord!,2
tE9U4mMqKP4,4534437,5341,348,0,437,2012-11-08T17:38:09.000Z,SodaStream TV Commercial - The SodaStream Effect,26
z9Cym8YHP94,5330252,56585,1138,0,2458,2014-09-23T21:37:44.000Z,Tampon Ads Vs. Real Life,24
DG6fhub9HDQ,1583298,11997,450,0,1240,2015-06-13T21:20:51.000Z,I'm running for Parliament! (Official Video),22
xtz2mdX0aEE,687946,206,11,0,29,2016-08-13T06:33:54.000Z,JUXT PRO - #SmarterByFar,24
IdblOCGGeHM,887748,232,129,0,101,2010-02-21T17:27:56.000Z,"Yellow Pages (Australian ad\, 1985)",24
ZDuxWGHA-Z4,7920071,51255,2492,0,2935,2012-06-22T14:14:17.000Z,"BMW M5 - \Bullet\"" - High Performance Art""",2
p18n5FONuNI,749426,89,12,0,9,2016-02-24T19:39:54.000Z,Pacman – That's My S#*% – Thumbprint Radio,10
lPDOh5ZifyM,6738962,80217,3773,0,8660,2016-06-06T17:59:24.000Z,FIFA 17 - FOOTBALL HAS CHANGED - Reveal Trailer,20
WO15VbjYv54,15177702,220,352,0,NULL,2015-12-01T02:14:09.000Z,The Best Writing Tool for Professionals,1
HHzchaDJJ70,1518141,5324,551,0,909,2016-02-25T09:00:00.000Z,Assassin's Creed Identity -- Launch Trailer [INT],20
QuZ0kzdNWGo,594930,NULL,NULL,0,NULL,2016-04-21T01:34:01.000Z,Respect - Television Commercial 45 Seconds,29
NhsEmtSd8Mc,342240,146,24,0,NULL,2010-10-22T21:38:32.000Z,Little Tikes Digital Video Camera,24
C0wsUlzMBro,136637,2969,26,0,168,2016-02-25T19:06:42.000Z,Vote Together | Bernie 2016,25
DsjRBYJTGtw,624257,14,0,0,3,2016-01-05T21:50:42.000Z,Garmin Panoptix: Sons of Fishes,28
R7JBDzuHVb4,395939,1451,64,0,68,2014-01-28T18:04:29.000Z,BMW HIDDEN CAMERA TEST DRIVE SURPRISE - SACHIN TENDULKAR.,2
Y3qYT60DSKQ,410410,762,66,0,221,2008-09-26T02:12:07.000Z,Axe Chocolate Man commercial,29
yYciCBZXg70,826637,345,13,0,19,2014-07-01T15:26:19.000Z,Paracord - 5 Uses For 550 Paracord,26
t9qdpPeqQfQ,248085,333,115,0,32,2014-01-11T06:06:55.000Z,Meriiboy TV Commercial _  Manju Warrier,1
d0uJxHWaq0k,884442,283,8,0,57,2016-02-22T16:17:24.000Z,SolarReserve - The Future is Here,28
nyOfJTi0jFw,243564,367,21,0,19,2012-02-15T00:17:22.000Z,Think you're a good driver? Wipe off 5,2
qi6n_-wB154,220712,406,428,0,323,2008-04-18T04:03:13.000Z,Nancy Pelosi and Newt Gingrich Commercial on Climate Change,25
uVzhtuuy0b8,268854,209,10,0,18,2016-02-16T19:09:57.000Z,The Catch – DROID Turbo 2,28
bSyh4oPLXpU,292696,18,1,0,NULL,2016-02-16T22:56:49.000Z,Zarbee's Complete Kids' Multivitamins,22
43_vQdp2k_o,953884,62,14,0,NULL,2015-05-20T19:06:44.000Z,Cricket Wireless | Samsung Galaxy S6 | Cricket Commercial,24
6yVMik5Mfwk,3341409,16184,463,0,1765,2009-08-25T09:45:11.000Z,"\DESPICABLE\"" - Portuguese anti-racism advert""",15
yx5ZKZY8jX0,1655010,687,85,0,165,2007-03-24T21:45:56.000Z,Funny commercial: exchanging shirts tennis,23
EJxibzQfeBA,3544682,171,48,0,7,2015-12-10T13:26:09.000Z,Moto G Turbo Edition | Water Resistance Commercial,28
r6GQEtUREWY,1641914,11378,298,0,1853,2016-05-24T16:00:04.000Z,Mirror's Edge Catalyst Launch Trailer - Why We Run,20
tPZQkkbuD2c,140279,NULL,NULL,0,NULL,2016-02-25T01:22:38.000Z,Compare Commissions and Services From Top Agents for Free with UpNest,26
_8enIDEKrzA,1000427,5465,163,0,140,2013-04-14T18:42:28.000Z,Ship My Pants Kmart Commercial [HD],20
aNCk9O7FLwk,1526689,NULL,NULL,0,NULL,2016-02-05T16:17:17.000Z,Tod’s Men’s Spring Summer 2016 Campaign,24
bjBbFn6celE,293303,1,2,0,0,2015-10-02T18:35:47.000Z,Spin Instructor Deb Gets Paid to Shop!,26
SPCR1GBnSy8,1317411,893,119,0,224,2015-12-22T17:04:15.000Z,Faraday Future | What If?,2
yj9iEcOQDeo,427091,285,19,0,34,2008-06-17T19:45:19.000Z,"M&M's Ice Cream Treats \Eyes\""""",24
OJVwWi9s4z4,476939,585,34,0,6,2015-08-18T08:02:58.000Z,Presenting Royal Caribbean's Harmony of the Seas,19
kM-mQ1aTfs0,315295,10,0,0,1,2014-05-21T18:27:21.000Z,Florida Travel: Off The Beaten Path Adventures,19
zN1id2dmH3o,472782,1020,32,0,226,2014-03-11T15:00:47.000Z,Kaleidoscope Animated TV Commercial - Sherwin-Williams,26
w7cQRr5Yca8,487878,30,17,0,NULL,2016-02-05T23:28:47.000Z,Adelanto Exclusivo: Pequeña de 8 años dirigiendo un comercial de Nesquik.,17
Ry1X61Vf33U,658982,515,32,0,62,2016-02-23T18:57:24.000Z,Lucas and Marcus – That's My Jam – Thumbprint Radio,10
Snoxw4F6xp0,1096660,32,3,0,5,2016-02-10T20:50:47.000Z,Jarritos. Easier than being thirsty.,27
Owywvqg5IOQ,331960,1942,70,0,219,2015-12-25T23:48:08.000Z,Freddy Plush Commercial,24
WYsrlger-2A,284047,5766,24,0,253,2015-05-04T04:09:22.000Z,EXO Ice Tea CF 45s 康师傅冰红茶 痛快解密篇,24
3d5id_cwHUM,2169872,1077,1052,0,30,2016-02-29T06:52:54.000Z,New Magnum Brownie TVC,24
NwM0YG_uTS8,215151,1,1,0,0,2016-02-19T18:48:00.000Z,Welcome to our Office: Dash on Entrepreneurship,28
HAIWK9IXpHg,512995,514,32,0,149,2014-11-13T20:31:29.000Z,Ronda Rousey for Buffalo Pro,26
Lgitw016T44,700523,211,13,0,31,2014-09-03T06:51:54.000Z,Fashion Trends 2014 - M&S TV Ad,26
1DHo8fYFsd0,4484937,14779,602,0,2852,2011-02-06T16:35:25.000Z,Brisk Eminem Super Bowl Commercial 2011,1
M-XIMtd8ilM,7152147,25,15,0,NULL,2015-05-29T18:47:35.000Z,Heart Of Vegas Promo Video #1,20
w04xmH2SOLA,9036342,12437,899,0,4564,2007-02-25T01:05:13.000Z,Banned Commercials - Nike - Soccer vs ninjas,17
4Zv9vRz4QYM,13512627,13308,1102,0,1097,2007-01-19T01:06:51.000Z,Pixar - Tennis Commercial,23
oeYKFRV34kY,413168,5378,15631,0,0,2016-07-18T13:26:55.000Z,Confessions of a Republican | Hillary Clinton,25
Kx48dmDB28U,333990,30,7,0,15,2013-09-04T01:18:18.000Z,Theravent - Clinically Proven to Reduce Snoring (60 Second Television Commercial),28
JOJ01KXTw-A,1831553,757,81,0,57,2015-03-06T13:17:47.000Z,The Question: Who Will You Be by DICK'S Sporting Goods,17
PKvNCP76fvM,154123,16,3,0,6,2015-10-29T15:52:16.000Z,Good Morning Acadiana,22
0ji_-OJlVbI,49144,4,0,0,0,2016-01-15T22:07:18.000Z,Carr Nissan Presents - The Test Driver - Frontier,22
_XOa7zVqxA4,13170645,7514,1115,0,783,2016-06-28T11:51:28.000Z,Dove | Beauty on your own terms #MyBeautyMySay,26
b2UUhm4edyc,344430,53,0,0,0,2015-12-16T17:16:36.000Z,"\A Miracle on Broadway\"" | THE COLOR PURPLE on Broadway""",22
Jg5--STf-iE,2250441,6129,1428,0,NULL,2016-04-07T17:25:08.000Z,Canon EOS 1300D TVC – Wedding,24
XLpQDBP20X0,214008,52,16,0,7,2013-03-13T20:24:45.000Z,Eva Herzigova  Shoe Commercial,26
dKj4PDldebc,9086291,20309,3120,0,781,2016-04-15T16:47:39.000Z,The Jungle Book AMAZING New 360° Video (2016),1
mG4Di2nytAk,7716070,135,62,0,32,2014-01-16T00:16:55.000Z,Skechers GOrun Ride 3 Commercial,17
TCKVc-y3Uak,454407,899,36,0,136,2013-02-25T20:50:03.000Z,Hamilton Beach Breakfast Sandwich Maker - Teaser (ALT),26
7QV-F7rlmtY,213334,22,5,0,2,2016-01-14T15:37:50.000Z,A Career at Massage Envy,29
GXru4Q7Lgxo,618444,594,55,0,49,2012-01-28T16:06:19.000Z,*NEW* Nespresso George Clooney Commercial,24
9WoM2bHfr48,15106368,66308,2397,0,3602,2013-12-11T10:21:46.000Z,Beans,1
YLorRByRe0Q,5422576,NULL,NULL,0,0,2015-10-22T21:34:54.000Z,Game of War: Rooftop Army - Mobile Strategy MMO,20
Clu36dt2y88,528713,5780,257,0,2143,2012-04-27T15:24:13.000Z,"Jammie Dodgers \A Certain Gooey Thing\""""",24
KSRHLwYgLSM,249330,18,0,0,0,2016-01-08T19:18:34.000Z,FUN HOME is one of the Top 10 Broadway shows of 2015! (Commercial),24
HHPzxa6znPU,1706011,538,80,0,48,2016-02-03T16:17:50.000Z,Lalaloopsy Hair Dough | Demo | We're Lalaloopsy | Now Streaming on Netflix!,24
JK_NinOmFWw,252162,143,11,0,27,2007-07-11T01:55:23.000Z,HSBC Ad,1
26bw-hBiAAI,6305356,14511,664,0,1449,2016-01-26T17:34:09.000Z,WrestleMania takes over AT&T Stadium on April 3,17
2S2VUCdbhg0,4465938,2260,3167,0,NULL,2007-05-09T23:57:19.000Z,Best beer commercial ever?,23
7DrFY3H-u8w,508554,1143,22,0,159,2006-10-18T00:49:07.000Z,Sony Bravia Ball Bounce Commercial,1
0ljPuSfPbSw,2496783,5227,685,0,680,2010-12-18T15:30:59.000Z,"Diesel \Kick Ass\"" Commercial - Made For Running""",23
VhK5gJDmSc8,268323,1,4,0,0,2016-02-12T16:14:18.000Z,2016 Honda Accord & Civic Specials at Brandon Honda,2
bRKqFFIw18w,2082822,21,9,0,1,2014-10-20T06:59:01.000Z,Nutella Ad: Tasty Way To Start Your Day (PH),22
MNjWQlr63i4,341764,38,2,0,0,2016-02-06T00:11:12.000Z,Cómo hacer ensalada de pasta | Knorr® Sabor,26
#NAME?,637318,2977,165,0,365,2015-10-27T16:07:30.000Z,We tried to break Motorola's unbreakable phone,25
gJGPsrTaGiw,855278,1483,279,0,46,2012-01-09T09:01:14.000Z,V-Guard TVC - Inverter/UPS - Fun!,24
dac6BZCv258,29973879,509,306,0,NULL,2016-02-05T23:49:00.000Z,Wiggle and Jiggle with Pampers Cruisers | Let Your Baby Dance Freely,26
xfBo1wwM3eI,591495,158,56,0,12,2015-01-05T17:34:46.000Z,Alaska - Princess Cruises TV Commercial,19
kEhUA5OYm1M,885923,NULL,NULL,0,NULL,2007-09-03T12:13:35.000Z,Alza.cz Tv Spot,28
AU1iq9rqYJ0,898613,919,76,0,135,2008-03-03T00:17:15.000Z,Retro McDonalds Commercial - Hamburglar's Stripes,24
n4OAtMEXNfc,9335970,3263,1333,0,122,2010-07-29T04:11:35.000Z,Spider-Man McDonalds commercial - 1995,24
ieSzsh4hJWI,2279358,8256,195,0,1420,2006-08-13T19:24:04.000Z,GTA Coca-cola ad,24
1lMxZNFripE,2872953,NULL,NULL,0,0,2015-08-19T18:20:07.000Z,"Sandals Resorts Grenada \Who Says?” Commercial""",19
lN2fuKPDzHA,439930,396,75,0,67,2010-10-08T20:07:55.000Z,Stand Up to Cyberbullying | Federal Trade Commission,27
kQyAJv_Ordg,10925915,2881,1594,0,155,2015-08-24T06:01:10.000Z,Micronutrient Deficiency Rainy Season | BEAR BRAND Powdered Milk Drink | Nestlé PH,24
KHx0_NFuGb4,846628,254,16,0,40,2015-09-18T11:30:02.000Z,Bringing Rugby Home | Rugby World Cup | Emirates Airline,19
RsCoPb43TUk,3259235,1951,114,0,289,2006-02-04T10:49:49.000Z,Banned Budlight 2006 superbowl commercial,23
brvGSr_BfQw,185997,NULL,NULL,0,NULL,2016-02-10T00:20:30.000Z,Chris Abele For Milwaukee County - Chris,25
6iQ7ZDUutU4,463699,1006,925,0,706,2010-06-13T15:55:27.000Z,Gather Your Armies,25
bzoE5dlxH2s,246858,215,8,0,35,2006-11-09T16:38:48.000Z,ESPN commercial - DMV,17
nZH6YKmtQV8,1030694,674,54,0,691,2008-01-09T08:42:29.000Z,Burger King Big Kids Meal/Pokémon Trading Night - Commercial,24
YV8zGNe7Ebg,396210,590,29,0,70,2008-01-14T14:25:22.000Z,Advert 1: Tango - Orangeman,27
MWDwZWCfp64,1490443,3890,331,0,1952,2012-04-11T06:11:51.000Z,Crown Crust Burger,24
tCl_yDquP9o,741542,328,15,0,51,2015-12-09T13:52:25.000Z,"Champs Sports Game Cosultants - \Nike Sportswear\"" featuring Antonio Brown and DJ Khaled""",17
ItX7H66gsrQ,348337,515,69,0,56,2015-11-23T16:17:09.000Z,Fabletics Commercial | See Through,26
PzYKsLch4GM,13092387,13941,4176,0,814,2011-02-07T07:33:12.000Z,Doritos Super Bowl XLVII commercial - 2012 Winner,23
Y9yX02HwMVo,2916747,20,9,0,2,2015-12-22T14:14:16.000Z,Diamond Crystal® Salt - What is Hard Water?,26
7-OnEe-dauE,564905,3443,32,0,637,2011-07-01T22:43:45.000Z,M&M's Hungry Eyes Commercial,23
LMCGADFNDiQ,2082464,3333,292,0,251,2011-01-14T02:11:51.000Z,Power Puff Girls Movie got milk? commercial,24
tpD4ZPamt68,890474,24790,2122,0,4399,2012-11-26T00:22:20.000Z,Words Hurt,27
4Vn3mLIlqp4,1785418,2198,114,0,357,2007-02-21T12:39:10.000Z,"Award winning\,funny Indian ad on no smoking for AAJ TAK",22
excxIZ4wUvg,1101713,1005,1016,0,1203,2006-03-09T08:02:56.000Z,Sunsilk Shampoo Commercial,22
solPCNc_0Ww,155708,NULL,NULL,0,NULL,2016-01-06T19:07:24.000Z,Worth New York Spring 2016 Campaign Video (:15 Cut),26
83_ceB0TsiY,787270,1332,85,0,155,2009-02-16T18:35:38.000Z,Camilla Belle Nespresso Commercial,24
Rh8GbPnoqCI,787876,2271,3127,0,2657,2008-07-15T04:41:37.000Z,Flat- anti pot ad,22
tpeEqt3kpKM,534311,49,6,0,NULL,2015-05-27T12:39:50.000Z,"Cruise with Club Mahindra\, like the stars of Dil Dhadakne Do. Watch the video to know more!",19
WGQdXUw2uSU,1106263,23,2,0,1,2015-08-18T06:58:28.000Z,BMC Software Digital Enterprise Management (DEM),28
C6d4o6hxZOY,3040374,NULL,NULL,0,1,2015-03-27T09:44:38.000Z,Babybel - Superqueso,24
x24tpUkfL5w,955896,385,27,0,12,2016-02-06T00:11:12.000Z,Cómo hacer pollo guisado | Knorr® Sabor,26
1SlSxuhLJVE,423634,407,29,0,29,2007-12-03T15:40:58.000Z,Funny Commercial - Carlsberg beer,23
VXyA7bZLoCw,866580,15000,2006,0,1026,2016-03-23T00:00:01.000Z,If Lingerie Ads Were Honest,22
TW9eDrgM3Xw,6463166,55,33,0,0,2016-02-19T17:21:55.000Z,After Hours | The Art Institutes,27
iKdEbzF7xpk,1416216,75,15,0,5,2015-07-28T17:21:56.000Z,Travel With TripIt,19
KJXzkUH72cY,603189,2442,94,0,NULL,2013-06-25T14:26:23.000Z,Vintage Burger King Commercial - Have it Your Way - 1974,27
q1x2Df4yveo,63051,8,1,0,0,2016-02-19T19:52:34.000Z,FALL WINTER 2016 RUNWAY SHOW - SHORT CLIP,22
AQ_XSHpIbZE,318198,620,15,0,NULL,2007-03-04T20:29:21.000Z,Nike ad:  If You Let Me Play (1995),17
ycbHldRpo9k,669995,82,11,0,10,2016-02-04T21:18:58.000Z,"JOLLY RANCHER \Dive\"" Commercial""",22
4F-fzXW1xUM,6936954,233,73,0,18,2015-10-24T13:14:11.000Z,We are Family,22
qo9lEPZ_0ao,210667,2669,56,0,621,2016-05-23T03:43:15.000Z,"Watch WWE Money in the Bank 2016 on June 19\, live on WWE Network",17
4FLEzXhWQ6g,10298187,209,119,0,33,2015-11-04T21:33:30.000Z,We Put a GoPro in a Washing Machine | Downy,26
yVI7JelAzPc,396504,2275,254,0,NULL,2013-03-06T04:50:49.000Z,Frooti Ad 2013: Shahrukh Khan,24
4tA8wtLaui4,8304134,NULL,NULL,0,30,2015-09-30T11:36:40.000Z,UOB Brand TV Commercial – Our Values Define Us.,1
AhZo0QfFO9E,363017,2002,63,0,158,2013-02-07T16:48:24.000Z,PRADA SPRING/SUMMER 2013 WOMEN'S ADVERTISING CAMPAIGN,1
sfluIhj8Ef4,5785990,74101,1865,0,1431,2015-11-12T13:16:07.000Z,Jennifer Lawrence's Awkward Interview | Vogue,24
ZN_sDtN9wH8,582059,550,46,0,69,2014-07-25T05:59:24.000Z,Rory McIlroy and OMEGA: golf TV commercial,26
xlb4SfKhsdM,282279,301,21,0,34,2015-08-25T14:50:46.000Z,Zigy Television Commercial,22
8uK-mCxVl84,786119,3299,64,0,216,2011-07-06T10:17:32.000Z,KFC Ad - Love is forever,24
82kYQ7j7X2s,363866,2008,94,0,231,2011-04-17T01:28:01.000Z,'Break the Habit' - Childhood Obesity Ad Austrailia,27
6kkeGgRG-uE,7621446,78750,6800,0,49882,2014-07-10T23:42:46.000Z,Can You Watch This Without Getting Hungry?,24
cTfmQht0AdE,2451563,11504,994,0,2549,2009-11-19T16:50:32.000Z,Auto-Tune the Ads: Sony. Justin Timberlake. Peyton Manning.,23
wJukf4ifuKs,3109041,8762,908,0,659,2016-02-19T09:17:16.000Z,Why is Laundry only a mother’s job? Dads #ShareTheLoad (Hindi) – Ariel,22
B4kwU1kjOV0,360324,141,38,0,13,2014-09-29T09:34:31.000Z,Mmh...Milka Oreo Großtafel!,24
p5n2x0ox47w,3558109,51282,3260,0,4291,2016-03-16T04:00:10.000Z,The Story of Vans,17
MpTe49ha0lU,425952,3797,81,0,102,2015-06-10T14:04:12.000Z,Meet the Newest Knockouts from Victoria’s Secret Sport,24
1pda__NOfts,104923,10,4,0,0,2014-10-01T23:47:18.000Z,MileIQ: Mileage Tracking App,28
4vGcH0Bk3hg,12582984,42430,1158,0,2646,2015-05-12T15:45:09.000Z,Introducing the Lily Camera Drone,24
ftgxuNLVvVw,6053803,23503,661,0,2146,2010-09-25T02:54:43.000Z,Unfortunate Cookies,24
OowcDddCdwQ,561607,5,0,0,0,2014-01-30T21:02:08.000Z,OFF THE CLOSET - Vintage Retro Clothing Store Commercial,22
lzOe1J8pZB8,3896067,NULL,NULL,0,NULL,2015-10-15T11:04:50.000Z,TOD'S BAND - THE WAVE BAG,24
F-z_WSTjr7c,224455,757,18,0,421,2008-04-16T01:39:37.000Z,Wonderball Commercial,24
erhsuXTyDww,391810,408,32,0,111,2007-10-11T20:48:34.000Z,Got Millk: La Llorona,24
W5W_i8oa9cE,325458,544,18,0,107,2008-07-10T04:47:01.000Z,OLD INDIAN ADs,10
kw03nalTAMQ,569887,372,60,0,137,2006-12-06T17:07:24.000Z,Orbit gum commercial,23
mqtY88BUi0M,707239,1847,154,0,1991,2006-05-14T17:33:42.000Z,"Turtle Tips:  Marijuana (PSA\, early 90s)",1
z0nrVYvE0b8,1431519,46,11,0,5,2010-06-01T01:43:11.000Z,Buckle up before you go,27
n6sAGZ5F7Cc,9130745,73,23,0,1,2015-06-03T01:16:23.000Z,Nobody Likes Sad Pandas!,20
Bqfow_TmNh4,3041090,141,41,0,17,2014-08-07T02:03:24.000Z,Panda Pop! Trailer Part 2,20
fXT3Sma4-rg,820712,1237,77,0,341,2007-01-31T22:06:14.000Z,dumb blonde commercial,23
P0N5JcFqx4M,235132,35,4,0,2,2011-11-08T01:18:12.000Z,Which safety features can help save your life?,2
q8MLuni8rzc,1039891,2219,262,0,80,2013-12-09T07:16:00.000Z,"Commercial Doritos Mermaid - \Noodling\""""",1
KZMYWAW-5Js,23728921,144680,14313,0,9435,2016-01-07T17:56:10.000Z,Clash of Clans: Traps (Official TV Commercial),20
dDTBnsqxZ3k,1530310,4508,187,0,1507,2010-10-31T03:39:08.000Z,"(High Quality) Famous \Daisy\"" Attack Ad from 1964 Presidential Election""",25
HIuSiteKQXA,6062,0,0,0,0,2016-02-21T15:11:20.000Z,Care Advantage Roanoke 15 Second 2015 Commercial,22
zcdDg30VBgo,437000,781,43,0,131,2006-12-29T05:02:27.000Z,Guinness Horse Surfer Ad,17
cLqnbOhRovY,1770060,411,277,0,31,2015-04-24T07:37:25.000Z,Center Fresh Chewing Gum,22
ZE72ilXg0jQ,346327,32,11,0,1,2013-02-04T20:55:29.000Z,Seamless.com TV Commercial | Order Food Delivery Online,24
_UU29bZjgz4,800900,278,47,0,18,2006-12-04T06:56:36.000Z,Sparsh Baby Bar Ad - India,24
syPqNTmupvY,1409707,3072,1283,0,959,2016-01-12T19:04:58.000Z,Origin Access feat. Bill Nye – Multiverse Theory,20
W5N5Hlt7B2M,15940914,2826,2802,0,215,2015-11-23T01:53:07.000Z,Summoners War - RIFT OF WORLDS,20
qnCnAwws_AQ,398701,8,1,0,0,2016-02-12T16:00:27.000Z,U.S. Bank: Start Smart Savings Program :15,27
xE7m2FRVmrM,312836,230,15,0,18,2006-04-11T17:39:20.000Z,Funny Golf commercial,17
ew9cEATPzDE,17268234,4677,366,0,250,2010-01-25T18:42:29.000Z,"Bud Light  |  \Clothing Drive\"" commercial""",22
A-taWymx1WI,18282409,357621,10852,0,109355,2015-07-13T21:52:06.000Z,Five Nights at Freddy's 4 Trailer,20
dSEI_Iny_zc,1030670,19,5,0,5,2013-11-25T23:16:03.000Z,Baileys Cream With Spirit (:15 Commercial),24
rV9I-xX5AOg,1634463,78,31,0,15,2015-08-12T13:49:16.000Z,Israel Beyond Belief,19
wurSu_bJ97U,1005637,2034,27,0,4,2015-09-08T05:56:30.000Z,Nothing Without It,17
pQO2VtV1PNg,382838,621,29,0,244,2007-01-01T00:19:23.000Z,Super Mario Bros. 3 video game commercial,24
N55Xcid1eWg,986316,9,2,0,0,2015-12-08T13:07:19.000Z,Publix Pharmacy Medicare Part D - Make the Switch today!,22
x-2uWj8yv0M,1276740,7,5,0,0,2015-06-09T18:57:24.000Z,3 Day Blinds Custom Window Treatments,26
4b9Ji7DvsjU,1434879,8156,316,0,789,2014-01-10T19:30:35.000Z,Winter Olympics 2014: Trailer - BBC Sport,24
BrI7VRfqgo4,65803404,36728,1391,0,1024,2014-11-14T08:02:44.000Z,Drogba vs. Messi - #EpicFood (full length) - Turkish Airlines,19
N6Ns-SpRQmU,444230,14,0,0,1,2016-01-18T13:05:48.000Z,Look North (30-second version),24
ipdtwLlWNZQ,961703,NULL,NULL,0,6,2015-07-14T21:48:25.000Z,ON Amino Energy with Shaun Stafford,17
tKXxJ29HEiQ,7293967,44332,2496,0,1005,2015-04-13T07:42:13.000Z,NEYMAR  SABRITAS,24
q5Mjz1RTfkU,7308475,16345,1644,0,2708,2016-03-23T16:00:01.000Z,Ratchet & Clank - Story Trailer | PS4,20
BlfinjxFEYI,575427,2117,67,0,121,2012-05-31T23:58:19.000Z,Pink SUV Teenage Driver Commercial | Allstate Mayhem,24
iTUUWOV4Vns,400552,228,20,0,88,2009-01-12T14:45:35.000Z,"Tourism Queensland Seeks Applicants for \The Best Job in the World\"" - Island Caretaker""",19
zvydETA5cYw,12988619,1063,825,0,8,2015-03-20T13:03:05.000Z,5 Gum – Skinny Dip,24
#NAME?,937971,1067,431,0,41,2015-09-18T19:05:20.000Z,Land & Sea | Walt Disney World & Disney Cruise Line,19
Rdz3fUiK4XY,1001222,404,41,0,42,2015-02-13T11:47:15.000Z,All Sweat Is Equal Manifesto (Full Version) – Sport Chek,17
xs9Qu7uiokw,352587,767,42,0,31,2012-02-04T15:49:13.000Z,VOLKSWAGEN POLO - Singing dog (Confidence) - Best Car Commercial,2
AK88MQWsYj8,560594,916,24,0,145,2007-03-16T20:41:22.000Z,Nike lil Penny classic commercial,17
1De5_o_DXH0,860117,2,1,0,1,2015-09-28T07:01:10.000Z,Coming Home (:30) | The Toyota Effect | Toyota,2
0AHGLGQgAn8,293818,209,4,0,59,2007-05-15T13:29:18.000Z,TAC Safety TV Ad - Don't Drive While Distracted #1,25
wYCNYifjjgs,47085,NULL,NULL,0,NULL,2016-02-22T21:49:24.000Z,"New Ad: \Quiet\"" Featuring Actor Tim Allen""",25
uhhcaN03tXs,868373,845,76,0,180,2013-06-05T09:40:58.000Z,Holden VF Commodore -- Turns Heads. Changes Minds.,2
YAhMheigaZE,97599,4,1,0,0,2016-02-16T16:19:28.000Z,Chocolate Almond Nut Butter,22
e3hB3iOQKjY,1945618,11534,6803,0,3073,2015-12-19T05:32:47.000Z,Cruz Christmas Classics,25
kdr_8uvG9hM,986083,388,45,0,29,2016-01-14T02:15:23.000Z,Wonder Tactics - Official Trailer,20
tz25tcFSusc,346184,1113,108,0,4,2013-07-10T07:02:51.000Z,Video: Bruce Lee stars in a Johnny Walker advertisement,25
TSRvY1kKebY,6266389,82260,2703,0,2276,2016-04-15T18:09:40.000Z,Inside Zayn Malik and Gigi Hadid’s First Photo Shoot as a Couple | Vogue,26
O7aSsaTqBCc,4804905,32716,2049,0,1809,2015-07-27T15:01:56.000Z,WWE 2K16 - Arnold Schwarzenegger Terminator Trailer,20
HjKRxa7ZyMs,402429,3248,1407,0,945,2009-11-24T16:49:36.000Z,'Grace': PETA's Banned Thanksgiving Ad,29
JiOZ4Bz2d-Q,997923,2939,167,0,131,2010-01-26T17:33:42.000Z,"Bud Light \Clothing Drive\"" commercial""",23
faTF8wpZ4gA,263411,72,5,0,3,2009-11-30T01:59:52.000Z,What impacts your Blood Alcohol Concentration? (BAC),1
2j4RF6cx0SY,250778,266,186,0,344,2010-09-23T00:41:41.000Z,Sir,25
FxZ_Z-_j71I,443753,1131,51,0,343,2009-07-03T19:24:14.000Z,"First Apple Commercial 1977 by High Technology\, Inc.",28
TMN_cfCSFWw,688040,1058,38,0,109,2007-03-15T03:49:19.000Z,A very funny beer commercial,23
X4GZfvXx9Js,1830941,2397,178,0,NULL,2008-02-04T04:05:33.000Z,E-Trade Superbowl Commercial w/ baby,23
h5LR-IZbbc0,442326,1656,39,0,175,2006-10-25T17:22:34.000Z,Ellen's Animals Commercial,23
HJxkAcj9TKM,609458,1088,63,0,NULL,2013-10-28T22:59:00.000Z,Spy Gear Tri-Optics Video Watch,22
sM7MSXNmFpM,18921213,NULL,NULL,0,NULL,2014-03-27T20:36:01.000Z,Crayola Outdoor Colorful Beats 2014 TV Commercial,26
Hr-4Aln1Il8,462232,735,28,0,165,2009-10-16T00:05:18.000Z,Introducing the Street View Trike,28
RNvmfmZqd9I,535123,1056,134,0,NULL,2009-04-17T16:24:25.000Z,Bizarre Toilet Themed Restaurant,23
ckwJXpe7fQs,271918,432,10,0,39,2008-01-16T09:36:23.000Z,♥ Orlando Bloom UNO cosmetic,10
jO3K0B3kLZs,1009148,11353,77,0,659,2014-12-28T21:01:46.000Z,Stig Takes A Vacation - Teaser | Top Gear,2
Uj6G1C6c0uw,1721151,3793,110,0,323,2006-04-02T19:58:17.000Z,Michel Gondry Levi's Commercial,23
