"video_id","view_count","like_count","dislike_count","favorite_count","comment_count","published_date","category_id"
"AoeNeV5xbRU",2421,1,0,0,0,"2012-03-20T21:17:04.000Z",24
"v4TUj7iSy8k",1843,1,0,0,2,"2011-10-26T23:35:06.000Z",24
"FMexu100zBQ",169204,206,33,0,14,"2012-01-04T17:25:25.000Z",1
"ILi6Q7V-H2s",1486,0,1,0,0,"2009-07-31T08:10:54.000Z",24
"OHEw2bRT0cc",47099,37,8,0,6,"2006-07-28T11:08:19.000Z",24
"dJZmWn-aTb8",70692,72,10,0,6,"2008-10-02T13:53:07.000Z",23
"-q5g9zvQbDo",3149,11,2,0,2,"2013-08-28T20:20:24.000Z",24
"XAljWm5P9NY",7494,12,1,0,4,"2014-10-19T03:54:37.000Z",20
"-otXGxn15c0",3365,56,0,0,0,"2014-05-04T08:53:08.000Z",22
"7xy43naPsj8",10032,23,0,0,2,"2010-11-24T20:51:26.000Z",27
"vbo-77yBi2I",1305,4,0,0,2,"2010-12-11T06:06:13.000Z",24
"aV5MnagQenc",259424,488,37,0,211,"2008-01-07T14:26:25.000Z",24
"A83goTlHYwA",6532,3,3,0,0,"2012-05-23T11:34:17.000Z",24
"uhkgppARoyc",7999,36,1,0,0,"2014-11-07T09:12:06.000Z",24
"WQ8ju5dS77A",23194,54,2,0,31,"2011-03-26T21:05:16.000Z",24
"OnupLcZKM6A",3968,8,0,0,1,"2014-07-03T17:17:28.000Z",24
"n0-2Iz0ba1g",4508,16,1,0,3,"2009-06-20T16:41:03.000Z",24
"048wDSDqCUo",6593,6,2,0,0,"2012-12-15T13:54:12.000Z",24
"34d9wJCexMM",1181,2,5,0,NULL,"2007-08-04T21:03:29.000Z",23
"-TMsv1SqlSQ",33033,507,1,0,66,"2015-04-10T03:42:49.000Z",22
"SSYF1XFAdrs",29585,189,2,0,27,"2014-05-05T23:42:49.000Z",20
"9-hkUnrSesc",14318,48,5,0,7,"2006-10-26T03:38:40.000Z",24
"tD0oXuR1m2g",3517,12,0,0,1,"2011-10-24T16:17:21.000Z",24
"u2mQXoLjA4k",65040,129,10,0,7,"2014-10-08T10:35:59.000Z",24
"jRi8Z6B2HBA",4394,15,4,0,0,"2014-11-07T12:05:26.000Z",10
"eQnSR3VAQVM",14259,10,0,0,3,"2011-07-30T16:57:31.000Z",24
"V5GG5l7pQVE",8905,77,2,0,5,"2013-12-13T12:46:37.000Z",17
"htZ_oNge6bQ",3433,0,1,0,0,"2009-04-09T19:55:39.000Z",20
"f7QwDHW8cNs",3777,10,2,0,4,"2011-03-16T19:10:44.000Z",24
"q-VJ5to083Q",34078,58,2,0,18,"2011-05-06T01:30:42.000Z",1
"C8rusR_l5iM",7234,10,0,0,4,"2014-04-28T21:19:39.000Z",22
"WVTI6_yWceA",28044,229,6,0,13,"2011-04-03T09:41:51.000Z",10
"2mTLO2F_ERY",5540475,28462,498,0,1458,"2007-06-04T20:00:49.000Z",1
"2wSGPR7ObTc",1882,6,1,0,0,"2011-02-09T05:33:09.000Z",25
"MhhZ_DaQgRU",15058,29,8,0,8,"2010-07-30T15:16:13.000Z",24
"flwOCIlJgFQ",16669,45,4,0,8,"2009-03-20T19:53:06.000Z",24
"AsQSbKKVL_A",18447,90,0,0,1,"2014-10-31T03:01:00.000Z",17
"2nfXTfXi6HA",5398834,8992,1550,0,2292,"2006-11-06T09:08:09.000Z",24
"TWy3auF0pbg",5319,12,1,0,0,"2013-02-14T22:03:23.000Z",1
"KCDfcdUKUeI",752030,5288,111,0,948,"2012-02-01T16:41:41.000Z",24
"OWqVaTuz_eQ",22966,186,4,0,0,"2010-12-29T22:38:41.000Z",24
"8GxKudPly08",4267,9,4,0,2,"2012-06-26T15:28:37.000Z",28
"EqRg5j3XlRg",7895,4,0,0,4,"2009-08-30T21:14:53.000Z",24
"ox4lFMcBC4U",3471,45,0,0,1,"2012-12-02T20:31:30.000Z",10
"B_rckzAS4iQ",370373,8272,269,0,2000,"2012-02-06T19:01:10.000Z",24
"bKT1gld9-fc",21281,24,1,0,8,"2014-02-09T19:32:03.000Z",24
"apsgLdmG7Hk",210785,247,15,0,17,"2008-07-23T05:55:48.000Z",24
"iMtIJvfBKcM",512415,560,84,0,21,"2012-10-30T15:11:35.000Z",1
"4G_JaddTUT0",321693,1526,148,0,391,"2011-02-23T20:35:21.000Z",24
"FuG8MiA8I7c",12376,49,1,0,6,"2014-02-05T09:22:14.000Z",22
"1GUQYupx5z8",46423,56,12,0,8,"2007-09-15T03:46:18.000Z",23
"_vFxsu-HifY",10804,31,1,0,2,"2014-06-09T23:09:07.000Z",22
"gw2Ns-ebSik",15006,114,4,0,25,"2012-02-17T18:14:47.000Z",1
"cS2asBh02e8",13122,68,1,0,16,"2009-05-18T20:59:20.000Z",22
"G5VcVomBi8o",13933,9,0,0,0,"2007-12-22T14:23:25.000Z",24
"ke3Hi8A4_bQ",24665,13,2,0,4,"2009-03-10T09:31:54.000Z",23
"k4uIzPcR6wU",6679,18,0,0,1,"2013-08-13T14:00:31.000Z",27
"z2HiBKQjxGU",4423,2,0,0,0,"2009-02-02T21:04:35.000Z",2
"Us2p5MxE44E",5080,4,2,0,1,"2012-06-01T03:16:30.000Z",24
"rmYU0wwFNRo",28803,10,4,0,2,"2011-10-14T14:20:54.000Z",24
"2uT7Pwfnv0Y",2128,21,1,0,3,"2012-05-30T14:01:47.000Z",10
"3eg6HGnDviE",26450,29,4,0,4,"2015-08-19T20:11:23.000Z",24
"DoFWqL7-05A",35824,69,11,0,3,"2013-10-08T13:59:34.000Z",27
"Rh8vOIufWUM",10842,26,0,0,4,"2014-12-31T10:45:41.000Z",10
"EMsi1d3U2Ps",5690,6,0,0,1,"2007-11-13T21:16:10.000Z",24
"98rMKYEjxkM",11923,11,0,0,6,"2007-11-05T01:41:11.000Z",24
"lCY0DepBiV4",50718,28,9,0,3,"2013-10-14T18:00:51.000Z",1
"eABf_ePKHs4",17657,18,3,0,11,"2013-01-20T16:40:55.000Z",24
"TgsMJ_n0mAE",32895,69,5,0,12,"2012-05-03T08:14:28.000Z",24
"XeXQSjBU3VQ",20761,107,9,0,27,"2013-04-15T08:39:08.000Z",22
"ztIXcH_SYaI",9744,NULL,NULL,0,0,"2014-07-16T09:00:01.000Z",24
"sx-RTlb4JZo",3431,5,2,0,0,"2014-08-21T00:03:53.000Z",24
"7oZ_UMh62tY",9476,12,3,0,1,"2014-08-03T13:24:55.000Z",24
"uTCrVuioFAE",1696,22,4,0,NULL,"2013-09-28T09:21:42.000Z",23
"VdOgSEitZEw",12686,9,3,0,1,"2011-05-15T15:09:43.000Z",1
"vmpsVvmN9Ls",12701,27,1,0,2,"2014-09-27T10:46:37.000Z",20
"EzLz2fAjT5U",5114,9,1,0,0,"2015-01-25T04:43:36.000Z",24
"yKe1c5u5rZc",12137,107,0,0,0,"2014-04-10T13:39:36.000Z",22
"V7XMUXpvnGo",4240,6,0,0,1,"2012-11-12T01:11:15.000Z",24
"LX_RnEyaifU",12328,21,2,0,19,"2009-02-08T01:38:23.000Z",15
"b7LlYs3r2UA",47596,55,1,0,22,"2009-04-29T13:39:36.000Z",24
"IMNB7RW2yoU",1037,3,3,0,0,"2008-04-03T20:25:12.000Z",27
"6GZlS5bhBtk",126393,139,24,0,19,"2013-11-14T06:18:58.000Z",24
"mwEubT3t1ZM",48886,61,3,0,26,"2008-08-12T22:32:47.000Z",24
"uosRAFrQ-Kc",4135,NULL,NULL,0,NULL,"2014-06-16T16:01:02.000Z",1
"bwICX9bA49w",15050,59,2,0,34,"2010-09-15T21:19:05.000Z",24
"PGfKnnWoSUw",9438,2,2,0,6,"2008-01-16T23:41:46.000Z",23
"UZcxX9fPLgE",1954,11,0,0,NULL,"2012-12-10T01:22:51.000Z",10
"XZp8rmw7qYg",4598,6,0,0,1,"2011-07-14T23:44:34.000Z",24
"Ngj9ccYuNX4",132513,77,11,0,14,"2014-02-21T05:37:42.000Z",24
"Kvrj6AnxiEk",76737,194,11,0,17,"2013-11-02T14:17:10.000Z",24
"OM-KSG5zTxQ",1841,0,0,0,0,"2010-09-05T19:16:49.000Z",24
"cPE15VvJLm8",10383,21,1,0,14,"2012-12-08T18:04:26.000Z",24
"0jFtymuYOnY",12947,18,1,0,8,"2011-07-24T04:02:58.000Z",22
"23yks76y4sw",27264,26,23,0,11,"2010-06-09T13:07:53.000Z",24
"weCt-4f74c0",150018,683,15,0,91,"2009-12-21T07:07:02.000Z",17
"nPceX5-l_cw",18311,31,1,0,8,"2008-03-24T03:01:11.000Z",24
"F2tU-oASQsE",1322,2,1,0,15,"2011-12-25T17:59:34.000Z",24
"zSAz2a8e3Vs",16480,38,4,0,21,"2011-11-09T20:28:22.000Z",24
"9Zf-4yo0OlM",1879,7,0,0,0,"2012-06-06T07:49:58.000Z",28
"gYZe5jIyA_c",4685,3,0,0,0,"2010-05-06T11:44:15.000Z",25
"kN09FmIr17U",3406,9,1,0,0,"2011-02-10T23:08:22.000Z",1
"i6JdOl6ytpo",7319,5,8,0,0,"2009-08-21T09:22:09.000Z",24
"4yhRVWW99_I",202302,640,6,0,30,"2014-04-08T13:30:40.000Z",22
"0NNBPPcg4U8",1912,7,0,0,0,"2009-12-03T09:09:07.000Z",1
"6FIznLbAQSI",43444,67,2,0,10,"2007-11-27T20:32:32.000Z",24
"6ZqllZhMMGM",80082,14,0,0,2,"2015-04-16T10:25:22.000Z",22
"UtZVjiZ-d7A",3404,17,1,0,3,"2011-04-17T14:46:11.000Z",22
"RPA-skHIO0Y",7600,24,2,0,3,"2011-07-26T15:23:28.000Z",24
"v1ASaIFbq6Q",33455,37,5,0,11,"2012-11-07T13:51:27.000Z",20
"gjKzEERSTBc",2979,14,0,0,NULL,"2012-04-15T02:00:24.000Z",24
"5kpLDOhFXPk",92651,326,18,0,31,"2014-09-11T19:00:02.000Z",24
"F-4d9SRIjM4",73132,30,6,0,27,"2007-10-06T17:22:34.000Z",1
"VcLx50kAkkA",13362,10,5,0,0,"2013-11-26T06:37:38.000Z",22
"eC_7abqf7dI",139533,560,34,0,58,"2013-07-29T11:59:39.000Z",24
"IQqkq3y1AFE",4725,2,2,0,0,"2012-04-30T00:05:38.000Z",24
"Xb1D3pNsAUI",3418,5,0,0,3,"2008-05-17T06:15:11.000Z",24
"dh8Gv4XxWG4",3699,36,3,0,67,"2008-10-02T21:24:45.000Z",1
"bdIC3WvqOmo",1776,2,1,0,1,"2013-03-26T10:52:38.000Z",24
"ixqwOIByMAc",11032,5,178,0,45,"2011-06-23T10:09:06.000Z",20
"AjceXW04sBM",5330,22,1,0,6,"2009-01-09T07:54:09.000Z",10
"pmeovpZJDJo",27196,71,9,0,8,"2008-04-24T05:40:03.000Z",26
"Dj_ZxbDx18Q",1974,4,1,0,0,"2009-02-25T03:25:44.000Z",10
"Wg1dXlRvbXw",2901,5,0,0,0,"2011-02-08T14:59:39.000Z",2
"kyKauIUZNHM",11541,13,1,0,5,"2009-12-02T06:08:51.000Z",24
"opbUbueEIRc",4691,8,0,0,1,"2012-12-01T21:16:43.000Z",24
"cn8WkAZ6x8Y",4735,6,1,0,1,"2013-07-30T01:16:31.000Z",2
"rYIsQYM7aBc",1674,0,2,0,1,"2006-10-23T18:21:11.000Z",24
"VDa451HkinQ",10241,1,1,0,0,"2010-07-03T01:19:36.000Z",20
"LeNXetqHBLk",4422,7,0,0,1,"2010-04-21T22:46:39.000Z",24
"PTSaCgkOpZo",399590,320,77,0,NULL,"2014-12-11T01:00:43.000Z",1
"woXYdlTWN-Y",8270,2,5,0,4,"2007-04-27T02:28:13.000Z",10
"Dm3xjZbOSgU",101401,439,20,0,42,"2014-08-05T15:58:08.000Z",2
"cGqndA5F3i8",709097,362,51,0,50,"2009-04-23T07:24:07.000Z",24
"nBj3UVx7zkw",10764,13,1,0,0,"2009-02-22T12:04:12.000Z",24
"pAlHX1EjvfA",3479,4,1,0,4,"2011-02-10T16:37:32.000Z",24
"Z26UzAKkvJM",18094,59,29,0,21,"2012-06-25T20:19:23.000Z",10
"qf4kd606n6Y",4244,16,1,0,2,"2012-04-01T07:12:48.000Z",24
"AZcMC_ZUT3o",24359,30,3,0,3,"2009-12-16T14:43:41.000Z",24
"26_GRIxw87g",304776,1401,50,0,78,"2012-02-08T19:57:16.000Z",24
"x9L7sfj_Dig",4903,5,0,0,3,"2012-05-01T23:41:05.000Z",24
"swfHjjeUW7I",15270,51,1,0,23,"2011-10-01T22:19:14.000Z",24
"y1_QZUAM4bs",196358,312,15,0,0,"2011-05-07T15:12:55.000Z",1
"cW8de9ftU0I",1838,6,0,0,1,"2012-08-03T05:31:54.000Z",1
"A6FScNhE4yU",15395,38,2,0,10,"2012-04-01T11:55:00.000Z",24
"AS7GKWQVuyY",2425,3,0,0,3,"2012-03-18T13:15:26.000Z",1
"vjQ8ickZCl8",10715,18,0,0,3,"2010-01-12T00:38:30.000Z",1
"zhmJq0Yu9PM",2867,5,0,0,8,"2012-07-18T13:08:52.000Z",24
"FZNUvFiZ9tg",11073,9,1,0,2,"2009-01-12T00:03:31.000Z",27
"TT1Q0-M2T-k",5053,7,3,0,1,"2011-03-11T23:52:21.000Z",24
"ZExhsh7QwrI",357830,133,57,0,24,"2013-12-20T22:11:23.000Z",22
"BD_2YvAh7Ss",7009,16,0,0,2,"2013-12-30T05:39:29.000Z",1
"k18jioIRjhc",3679,12,0,0,0,"2015-03-08T04:37:49.000Z",24
"-8Fm7JOWd-g",2372,15,0,0,1,"2009-11-14T15:01:16.000Z",24
"5sZ_a-w8YOE",4583,2,0,0,1,"2011-08-28T02:29:56.000Z",24
"-LpyCcG2BGM",18653,19,1,0,13,"2010-03-12T01:55:27.000Z",24
"X-8zI3Z6lm4",7672,8,3,0,0,"2012-09-26T09:09:43.000Z",27
"4kTil58oJUA",25645,381,2,0,17,"2014-04-19T12:45:19.000Z",22
"ZTQzSxPMQI4",1974,1,0,0,0,"2012-04-08T23:54:30.000Z",24
"zMpXQq7CKNs",4141,13,3,0,NULL,"2012-11-10T02:15:44.000Z",22
"rFtbY_bYeR0",7387,24,3,0,0,"2010-10-14T17:21:22.000Z",2
"E4x2M50K-eg",13042,37,6,0,16,"2013-11-01T02:25:53.000Z",24
"3vtvYd5esu0",84322,332,27,0,29,"2011-03-31T16:08:04.000Z",24
"d96onnjWf9M",29245,211,9,0,55,"2014-04-11T17:31:39.000Z",1
"K3lbX_Bw3lw",7092,3,3,0,0,"2014-03-29T20:14:27.000Z",27
"WQtbkkuIUnA",7134,30,3,0,4,"2006-01-25T02:05:53.000Z",24
"YznZOaiOuvY",10662,38,1,0,2,"2007-08-02T23:25:24.000Z",23
"P6DUBDBmb0c",8955,8,0,0,2,"2013-06-18T06:29:05.000Z",10
"9yXhvtf9Sik",15656,10,0,0,8,"2011-02-02T01:14:54.000Z",24
"7iNlfuq_3u4",8051,7,0,0,4,"2014-09-06T03:45:58.000Z",20
"biofgEvbbjo",104131,419,9,0,15,"2012-12-26T19:03:09.000Z",24
"1yVcWZgvGx4",8931,29,3,0,3,"2011-09-16T22:55:46.000Z",1
"9kqO4ahNsZw",13733,39,1,0,3,"2008-09-24T21:40:24.000Z",2
"K4LBNgi9dqY",4315,23,0,0,5,"2011-12-14T00:36:44.000Z",24
"xUVgAeLh784",2639,9,1,0,5,"2012-12-08T17:55:34.000Z",24
"gr6v11ur67Q",1416,5,0,0,0,"2014-03-21T16:00:00.000Z",1
"WVUmq0vI6Gg",56334,120,3,0,75,"2008-01-01T23:39:33.000Z",24
"0TVCb-cZ5ek",16066,27,2,0,1,"2012-06-18T06:18:55.000Z",22
"O4YuPMNS6oA",3115,9,2,0,1,"2012-07-12T08:05:26.000Z",20
"p6ddvVwijcw",7410,25,3,0,2,"2012-10-28T17:04:46.000Z",24
"rngsnJ2zfyI",36622,86,15,0,23,"2012-08-03T18:53:29.000Z",24
"HsC_kYWryeM",32488,121,7,0,1,"2014-11-24T03:46:30.000Z",24
"D5qrit8Net4",8677,23,0,0,14,"2009-01-30T13:20:56.000Z",24
"VFvaByuxmCI",202957,636,24,0,114,"2006-11-03T18:42:00.000Z",24
"GEpKuOJV9bk",1976,2,0,0,4,"2010-01-27T00:39:48.000Z",27
"ORuNSoOHthw",23989,92,17,0,11,"2014-06-14T23:16:12.000Z",22
"h4zGQlMySIA",14375,44,6,0,3,"2008-10-27T02:00:21.000Z",2
"Mnk1h5FYhuk",13426,20,2,0,17,"2008-08-17T00:52:19.000Z",22
"rGX4obOk0EA",220051,918,105,0,48,"2009-11-25T17:31:27.000Z",23
"yG7pjNzFc2I",36060,21,12,0,2,"2010-11-22T02:46:23.000Z",1
"9pjQwtlMuy8",34328,84,2,0,3,"2014-08-26T06:01:33.000Z",24
"9TPuxObIoGk",14372,93,1,0,9,"2013-06-09T16:01:29.000Z",10
"Qmu0URJT3BE",38907,284,4,0,10,"2015-04-25T13:24:20.000Z",24
"5YE4sXGgL1c",3891,1,3,0,7,"2014-05-21T09:48:47.000Z",24
"98blG20KC4I",25228,66,2,0,23,"2006-05-31T09:25:29.000Z",1
"Z8jV5Cl3Tlc",2253,1,3,0,1,"2012-02-05T14:34:48.000Z",24
"WWv09FTrs7Q",8720,50,5,0,10,"2011-07-08T18:11:03.000Z",25
"C72xy9E0gsk",2268,4,0,0,3,"2011-07-11T13:43:43.000Z",24
"3O2nJIOBfLM",33929,30,2,0,2,"2009-02-22T03:52:14.000Z",2
"rNZEpWFVi8E",4111,16,0,0,4,"2013-01-09T04:14:14.000Z",24
"E_N3AaIF-JY",6653,9,3,0,1,"2009-02-24T16:34:27.000Z",24
"KpQbHtpMSF0",57553,444,7,0,31,"2011-09-29T19:19:30.000Z",10
"c_2LwYQ0rcc",143167,157,14,0,28,"2007-12-22T15:17:56.000Z",1
"ZkenjNpvc04",14219,15,1,0,0,"2011-05-24T07:40:28.000Z",1
"hWdidFKfu2M",1701,9,0,0,0,"2014-05-02T19:42:14.000Z",27
"z3sEnWwgJ7k",5267,4,1,0,1,"2011-12-09T15:54:46.000Z",24
"CsBn7fvTW6M",11864,20,1,0,1,"2013-06-06T11:25:31.000Z",22
"QwBR4448Y04",22069,32,5,0,2,"2013-03-10T15:54:18.000Z",1
"jnjIVhikFFQ",1143061,3457,273,0,228,"2011-03-29T21:16:56.000Z",23
"WbEiZvbMaHw",1599,2,1,0,1,"2008-12-11T01:55:05.000Z",27
"ZoloJeeuB3E",13791,52,2,0,11,"2011-01-08T05:16:27.000Z",24
"ddluuViTd5E",216333,1771,98,0,350,"2014-06-08T21:04:15.000Z",26
"VotN0fnHMPM",20817,46,3,0,1,"2015-07-12T03:39:27.000Z",24
"Kloxoh1p0bE",23698,55,7,0,13,"2014-11-04T11:27:18.000Z",24
"x4Icil0FO1c",32722,19,3,0,6,"2014-12-19T01:55:31.000Z",24
"aJhxsBJl25U",4651,15,1,0,1,"2010-08-13T22:32:20.000Z",2
"VsByhnIO8JI",10531,22,21,0,10,"2008-10-19T11:34:44.000Z",1
"XUWbZN7ONZY",2899,3,1,0,2,"2014-09-12T02:29:28.000Z",24
"9TPP-zmEbOU",6712,23,1,0,2,"2015-04-14T23:28:55.000Z",24
"o_Gea4gNfak",52178,48,3,0,10,"2011-09-18T16:54:54.000Z",24
"siOu8EuV6KM",2183,2,0,0,0,"2010-06-09T10:36:50.000Z",2
"Cgy7eWf6QTc",200131,554,47,0,41,"2010-11-12T11:37:10.000Z",2
"lSSmNyddMpM",22874,29,1,0,2,"2007-05-29T13:33:24.000Z",25
"CxcoOGO51io",181245,32,9,0,4,"2006-07-10T10:20:44.000Z",24
"IL5WnqWqkrY",95772,168,5,0,23,"2007-05-13T17:35:55.000Z",17
"DcdE0wdo41A",52474,145,8,0,65,"2009-01-14T20:10:46.000Z",2
"V9EkV5iQAxA",8705,5,0,0,7,"2011-01-31T15:42:32.000Z",24
"Wk02Ghecrqg",1801,9,1,0,1,"2013-12-13T20:31:15.000Z",24
"BF5A3ttHyHQ",3313,23,3,0,1,"2013-11-29T02:03:39.000Z",22
"E-agO6ceiEs",1912,NULL,NULL,0,NULL,"2013-01-18T09:49:35.000Z",24
"Z0TKXYcVnWs",33863,120,117,0,78,"2015-07-29T19:15:49.000Z",24
"GskepBfJYJ0",60835,35,2,0,1,"2009-10-04T04:50:58.000Z",24
"bMOGqGrjvMk",2683,3,0,0,3,"2011-03-04T01:13:13.000Z",24
"FtFxLHicqcM",3028,14,1,0,3,"2008-02-12T10:47:08.000Z",1
"jmfhStPkstw",6634,39,0,0,17,"2012-02-25T05:49:45.000Z",24
"zoSiQbygxME",40713,24,3,0,24,"2007-10-12T04:30:58.000Z",1
"ySwtJ2wHZiM",7670,17,1,0,1,"2009-11-30T15:05:50.000Z",17
"DdvEGwGzqlQ",31176,177,1,0,7,"2013-08-13T14:37:25.000Z",24
"TtKc0giPqOc",13684,16,1,0,12,"2007-12-23T23:00:30.000Z",24
"ihuiSOgCIZ4",6961,11,1,0,14,"2010-08-22T23:05:12.000Z",24
"8uWZv3MKLx0",17528,200,2,0,9,"2014-04-09T19:38:18.000Z",22
"amgTKA7YdlA",1900,3,0,0,3,"2007-08-09T20:07:48.000Z",22
"y9EDlxFPPfk",2245,9,0,0,3,"2007-11-26T23:35:12.000Z",24
"PWdRz2STcb8",6145,40,9,0,22,"2012-09-10T23:51:14.000Z",23
"vMoC6w-rz80",10264,12,2,0,3,"2008-09-24T19:17:08.000Z",22
"oppFyS5ZpLE",1809,6,0,0,1,"2011-04-15T04:17:48.000Z",24
"BhVPzrSMiQ4",16480,45,1,0,21,"2009-03-07T01:14:42.000Z",19
"mpStm-PjFcU",4751,7,0,0,8,"2009-08-09T03:51:42.000Z",1
"1NxDHrt3fCw",8575,18,2,0,8,"2009-11-14T22:01:00.000Z",24
"PAqy7PGKMmM",57153,348,26,0,95,"2013-01-31T01:18:01.000Z",22
"eXfut4MUhKc",14009,88,0,0,5,"2014-03-01T21:19:06.000Z",2
"s5xCT8STizI",1947,3,2,0,0,"2013-05-06T20:07:42.000Z",24
"qfjlYWuSbTs",1109188,1693,236,0,51,"2015-08-27T07:31:23.000Z",22
"fQFjKjtGRBA",8703,4,0,0,6,"2009-10-25T00:12:57.000Z",24
"Mcq1GmskEPE",13616,42,2,0,0,"2012-09-05T15:16:53.000Z",2
"qlaVPMMHW64",5564,5,1,0,1,"2012-09-29T00:16:36.000Z",24
"kRWR7GQVIZc",16431,52,2,0,5,"2008-06-16T19:35:14.000Z",2
"V5IQVZSpsSQ",20695,33,3,0,0,"2010-12-14T16:10:33.000Z",1
"kXtYG8tZ0l8",2931,7,1,0,0,"2008-08-24T23:26:56.000Z",17
"0sT1H0zYV_Q",4363,9,3,0,4,"2010-08-07T06:17:16.000Z",24
"QpCsvVaV__Q",18800,27,4,0,2,"2010-07-08T19:07:53.000Z",22
"GLNqnawZdxk",178340,71,21,0,4,"2014-10-05T16:23:08.000Z",23
"wwX9AKtKZqI",16087,27,1,0,21,"2010-07-28T00:14:26.000Z",24
"o_jJQso7UKY",9703,41,1,0,0,"2011-10-19T21:00:38.000Z",22
"lQIx_HIZ_FI",2041,8,0,0,8,"2012-11-01T02:21:37.000Z",24
"VhmqxgBgg7M",55970,25,10,0,0,"2013-01-08T03:45:30.000Z",24
"pRch8J7JWEA",7657,49,6,0,21,"2009-10-29T01:09:13.000Z",24
"TndU7CnI8wY",3565,13,0,0,3,"2011-04-03T01:32:52.000Z",24
"4YshUiuMIIw",24685,73,0,0,6,"2012-09-27T21:26:56.000Z",2
"9Y0oWnXy_lw",38656,90,4,0,5,"2009-05-22T13:32:01.000Z",23
"hM3cqXEo5l0",130043,265,19,0,35,"2010-08-28T20:36:23.000Z",10
"81SsGwjfB5M",6342,20,0,0,1,"2014-01-13T18:23:59.000Z",22
"PqL4yiTRr3g",13263,2,3,0,NULL,"2015-05-23T13:44:57.000Z",22
"WIyWdf8s3_o",2527,21,0,0,7,"2014-01-19T04:16:05.000Z",24
"Dja4FMNWmqU",18633,266,12,0,67,"2014-08-28T08:24:18.000Z",27
"j4lEW1_86rI",21958,29,208,0,26,"2008-05-30T19:39:36.000Z",19
"LDKNm_a8qfg",2685,6,0,0,1,"2007-06-27T09:10:45.000Z",22
"HQgRNJTeec4",12035,37,3,0,22,"2012-03-13T05:15:39.000Z",24
"hKfEivMfDPU",37908,184,3,0,2,"2014-11-18T05:28:15.000Z",2
"WsTn2GN6ux4",7770,26,2,0,7,"2010-03-21T15:29:36.000Z",24
"GQ-3mRJgLIQ",5916,22,0,0,11,"2010-12-18T08:02:58.000Z",24
"etvjIBlvHuo",3015,3,1,0,3,"2012-03-12T23:58:39.000Z",24
"Uyvpak32Dv8",3891,10,1,0,14,"2010-03-08T00:31:16.000Z",24
"1Z-dC0JVAuA",1406,8,0,0,0,"2007-06-06T21:44:27.000Z",23
"1rs2QPv4uRk",2403,6,0,0,0,"2014-04-09T17:37:03.000Z",22
"RFT0PdLnwzA",66775,208,17,0,17,"2013-05-01T17:24:04.000Z",1
"rfKoCNX5V24",20112,18,0,0,0,"2008-09-02T08:37:58.000Z",24
"JTyMkT-pOag",5445,10,0,0,1,"2012-07-16T12:31:59.000Z",24
"MKcua46Flw0",5564,8,1,0,3,"2013-07-20T19:03:52.000Z",24
"OVXBeQ9hEbw",11951,8,0,0,0,"2011-02-02T21:29:16.000Z",24
"iAiNg9ZNcIk",29757,17,3,0,2,"2010-05-30T11:13:43.000Z",24
"_B5u6g3PupI",30200,215,23,0,25,"2008-10-07T13:38:56.000Z",23
"n-xL8GCXZOk",18413,22,2,0,4,"2010-11-05T20:00:28.000Z",24
"vgrHWQbFWvQ",13611,51,7,0,3,"2012-04-26T13:10:36.000Z",24
"MPwAnFD8mvs",4205,23,1,0,3,"2010-01-26T22:09:43.000Z",24
"PvZJc9HRTpk",4529,NULL,NULL,0,NULL,"2014-07-18T06:42:45.000Z",22
"EODsE5wyWkA",1794,2,0,0,0,"2007-12-21T08:15:56.000Z",24
"sTUnoVAudF8",2271,14,0,0,1,"2009-07-13T11:40:31.000Z",17
"RrKPpGXidK4",8183,20,2,0,8,"2009-04-17T15:57:41.000Z",24
"506iKEMJkVA",54465,38,4,0,3,"2013-09-17T02:45:59.000Z",24
"8zxIXXLZ2-Y",280795,274,44,0,109,"2011-08-10T02:32:12.000Z",24
"LbviSr-vLqw",35786,97,4,0,29,"2010-08-24T09:42:20.000Z",24
"aQBnG_lFFAc",10396,25,4,0,2,"2013-01-18T13:27:21.000Z",24
"Zfj7-dWRI44",8740,17,1,0,0,"2012-02-17T11:33:06.000Z",2
"8GUHD_sSd4c",1542,1,1,0,0,"2009-04-06T18:05:46.000Z",2
"2yimWntMTjs",8693,18,2,0,3,"2013-06-30T20:12:24.000Z",24
"_5iUio8IuQo",1159,2,0,0,0,"2008-10-01T14:51:27.000Z",24
"oQcARv1ol2M",1399,1,0,0,0,"2012-12-07T23:58:58.000Z",17
"1omVMBwcYXc",22999,26,3,0,2,"2008-01-10T08:10:44.000Z",23
"U-I0pvuzMIM",112864,806,16,0,31,"2011-10-12T01:38:08.000Z",1
"PhgO7dGGcsY",2542,8,0,0,2,"2013-03-08T11:19:42.000Z",24
"W_fxlmioVmA",15515,19,1,0,3,"2014-09-08T12:40:23.000Z",24
"8itblixhCzU",18006,31,2,0,2,"2007-06-18T08:22:02.000Z",24
"odMsSrm2jsU",4418,12,1,0,1,"2011-01-05T13:09:52.000Z",1
"IRbBHM4Tp9E",31980,125,12,0,14,"2014-05-29T15:51:27.000Z",22
"piLBpyncD3g",2772,2,0,0,0,"2013-06-22T02:13:18.000Z",1
"5l5ewmivjKc",76631,361,14,0,104,"2011-03-25T16:07:18.000Z",1
"Zv2Vk6OFCeQ",10600,11,0,0,1,"2011-11-30T09:28:46.000Z",24
