video_id,view_count,like_count,dislike_count,favorite_count,comment_count,published_date,title,category_id
l5KHwGyHRRE,3988,14,0,0,0,2012-11-02T21:29:01.000Z,悠城早矢・水沢エレナ・岡崎めぐみ　マルコメ味噌ＣＭ Part 1~4 まとめ,24
T_QKr1C0Ips,137070,294,35,0,22,2014-11-07T23:57:52.000Z,Los 25 Jingles más impactantes que hicieron historia en México,24
KwyZLtMJwFU,1910,7,3,0,NULL,2010-03-02T05:36:04.000Z,キムヨナ・オーサー共演ＣＭ・2010年エアコン「ZERO」インタビュー.wmv,17
r5Le6Rdrq-c,81362,144,14,0,74,2007-04-03T22:41:15.000Z,Classic 80s Car Adverts,2
oE8swB_O3mk,99764,403,5,0,19,2011-10-21T22:38:50.000Z,Harley Davidson Commercial 5   YouTube,24
xqqbFI-dAB0,3089,2,1,0,0,2007-03-06T18:01:30.000Z,REDECapBrasil - Liderança Campinas - SP,25
TvAETcyIbpc,4123,16,1,0,3,2011-02-15T00:41:16.000Z,Inside Television 1988.,24
GTzXigPgJpc,2287,2,0,0,6,2014-03-13T21:46:29.000Z,"Tanda Comercial Canal 13\, Julio 1994 - 01/06",24
B72qCmKfPYk,1239,0,1,0,1,2007-10-23T18:45:35.000Z,Filter Cool Infomercial,24
aAzq-CX03Gw,4861,4,2,0,2,2011-01-28T00:48:52.000Z,Tanda Comercial Canal 13 (Mayo 1997) - Parte 2,24
qN8kf_gn2j8,8055,19,3,0,1,2013-02-19T03:08:25.000Z,BecauseWinnDixie,1
9mZR8qTss60,2899,11,1,0,3,2013-06-03T00:54:05.000Z,"YTV \BIONIX\"" COMMERCIAL BREAK 2005""",23
rJlLlum5hQw,7022,27,2,0,11,2011-04-27T05:07:28.000Z,Intro Canal 13 Corea-Japón 2002,22
6XkDHioxa0k,3306,14,2,0,4,2009-08-03T04:33:05.000Z,"Patriotic ads from Liberty Weekend - July 3-4\, 1986",24
z_NCufmJenA,1335805,1714,441,0,147,2012-10-01T17:15:39.000Z,Mc Donald's - Cajita Feliz,22
C-SXWebQaT4,11257,6,0,0,1,2012-05-03T19:04:02.000Z,Quảng cáo bánh trung thu kinh đô 2012,22
V7GAK09HFiI,1788,2,0,0,0,2009-08-29T16:16:22.000Z,WETO-TV 39 Fall 1988 Commercials 4,24
CfLtYNHLFjs,21052,34,2,0,14,2014-07-02T18:47:13.000Z,Tanda Comercial Canal 13 (Septiembre 1993) 01/04,24
w7rOrBcYRhs,3679,2,0,0,1,2012-10-21T17:37:20.000Z,CBS Commercial Break - November 29th 1994 - Part 3,24
jQRg8wleHsA,6045,7,2,0,0,2008-03-25T08:08:55.000Z,RED TREASURE: A SUPERFRUIT,26
ZE4CPjwmfmI,15088,26,2,0,14,2008-09-08T18:03:37.000Z,Intervalo Comercial Rede Globo - Intercine 1997 - Parte03,24
gvu_gw6Y-Sk,8223,15,3,0,3,2012-12-10T14:05:01.000Z,Zo zákulisia natáčania TV spotu - Vianoce 2012,24
QoA_8LP3D0k,69097,303,24,0,16,2013-05-09T18:22:39.000Z,Una historia animada de la Coca-Cola,22
fqIcOr0bwxI,10685,11,8,0,4,2012-06-16T03:04:30.000Z,Tanda 91 de Visión TV,25
3FBdKL1kjY8,5699,6,0,0,1,2009-10-07T00:12:34.000Z,3-13-2003 WFLD commercials (part 3 of 8),24
BRs7vEZIrBc,1509870,7065,1492,0,3073,2013-12-30T10:00:01.000Z,ヒカキンついにCMデビュー！スカルプD CM！,23
oUVm1uBC8us,3526,2,1,0,2,2012-09-25T17:52:25.000Z,Es war einmal eine lila Kuh! - Milka XL Cookies - Werbung 2012,24
v5gXp28dDT4,3969,9,0,0,0,2014-06-26T05:45:09.000Z,"Анонс и реклама (СТС\, 31.07.2002). 1",10
PT0QBJBjYCw,3406,5,0,0,1,2011-07-20T12:19:40.000Z,Carlton Adverts 2002 (10),24
WnuVpyHot90,1699,4,0,0,0,2010-04-28T08:55:08.000Z,Euro 2004 - adidas Build Up Commercial,17
jQn9o-H-J8w,9771,46,1,0,8,2009-07-08T16:20:08.000Z,Because Enough is Enough Music Video,10
AgvVmrfeoE4,1538,5,0,0,0,2008-10-22T17:36:48.000Z,Всем женщинам посвещается 2,23
I-QjLNArTGA,95270,64,8,0,5,2013-08-24T16:59:08.000Z,Nick Jr  Commercial February 1997 Part 2,24
QZnWMQSnRGA,2350,5,0,0,1,2010-05-11T05:22:25.000Z,"Publicidad TyC Sports Argentina Mundial 2010 en Sudáfrica - \Argentinos\""""",1
YjZVVCR9UPI,12128,46,1,0,3,2014-01-27T11:31:00.000Z,Digital Taxi TV advertising,1
CXBH-d_LwcQ,8396,39,4,0,6,2012-04-20T05:44:09.000Z,LIPTON TEH TARIK Websode#6 Malaysians' National Food,23
TZ3ISHHSbCo,6969,37,1,0,5,2014-12-25T20:18:58.000Z,Intervalo: Globo Repórter - Rio de Janeiro/RJ (08/12/2000) [1],24
8C4mc_6lV_A,33593,53,5,0,5,2013-12-15T06:23:14.000Z,"Анонс и реклама (Первый канал\, 30.08.2005). 3",22
Uu3bOQsumsQ,2656,12,7,0,3,2013-11-16T16:06:42.000Z,Terrance Lau - THE VISIONARY 昇薈 三人行 電視廣告 (2 5分鐘),22
YzfPLuyS_ag,7516,18,2,0,12,2011-04-18T22:16:51.000Z,Comerciales de los noventa en México (1996) 06.,24
9LXZu4lyS_k,21652,43,1,0,1,2013-11-14T06:19:10.000Z,'88-89 航空会社CM集vol.7,24
45ZHdqQntJQ,8093,19,1,0,3,2009-10-20T11:57:21.000Z,Gap ads,10
5GqsCn7xp1g,19508,93,12,0,4,2013-11-13T17:12:46.000Z,Detrás de Cámaras: Comercial de Pure It,24
WSx-LP94T2o,154978,NULL,NULL,0,NULL,2015-08-20T06:26:45.000Z,TOTOネオレストCM WEB限定スペシャルムービー「使用者の声」,28
4lnqUSrktdw,60181,46,4,0,10,2008-04-19T06:00:29.000Z,オッペン化粧品８０年代詰め合わせ,24
RW00k8QUlwE,6249,12,2,0,11,2011-01-12T19:05:48.000Z,Tanda Comercial UCV Televisión (Junio 1997) - Parte 01,24
7oLMKdDYWVI,1693,7,1,0,2,2010-03-17T01:00:53.000Z,"\and remember\you heard about it from the la choy dragon!!!\""""",10
Xf7fI_AkVZY,136071,274,26,0,41,2013-02-03T12:01:45.000Z,Donald Duck's Quackertown Bumpers (Master Reels for Disney Channel),24
zI9WmmjWWjo,4490,24,0,0,3,2011-09-05T14:21:12.000Z,Philadelphia 1980s TV  Part 8.wmv,24
bE9kW4uki0Q,6364,13,0,0,0,2015-03-03T20:00:03.000Z,木村佳乃、ウエディングドレス姿に「身が引き締まります」　丸美屋新CM のりたま「続いていく幸せ篇」＆釜めしの素「嬉しい日」篇,24
p4GlMwY-lNA,3104,6,1,0,0,2008-09-24T19:09:01.000Z,Comerciales colombianos 2008 Banco del occidente Carrefour Café Sello Rojo Tigo,22
mSuVLDw8djs,2231,7,0,0,1,2013-05-14T22:03:34.000Z,Tanda Comercial Canal 13 (Diciembre 1995) 02/02,24
-8HwI9jdU3w,117251,7,6,0,1,2010-01-31T23:39:38.000Z,Opening To Toy Story VHS 1996 (Part 2),24
8GKPXVgcE00,7554,7,0,0,NULL,2010-04-13T12:43:03.000Z,safeguard commercial 2010 new.wmv,22
ug5XDzksHIw,43587,355,9,0,14,2011-04-10T07:25:05.000Z,Think a Minute - Eye Donation in Sri Lanka,1
DhOY_jkiM-U,4294,4,3,0,1,2008-10-09T07:00:55.000Z,T型拖把,24
aFKBKpMT8hM,3509,29,2,0,1,2006-12-04T17:40:39.000Z,Hemmer Institucional,26
yF5tHEs7Hvc,88052,83,34,0,13,2015-06-03T09:20:42.000Z,Quảng cáo sữa Nutifood - Quảng cáo cho bé ăn ngon,22
9Pr0XNZL65g,18340,36,4,0,3,2008-01-16T18:21:42.000Z,YES Werbung 1987,24
oCele3E9HVE,5043,6,0,0,0,2011-10-28T23:23:16.000Z,Channel 4 Adverts 2004 (10),24
Pes4FijU_YM,10571,9,2,0,2,2009-06-28T13:05:05.000Z,REEL food,22
A8j9zUjqUEc,9577,16,2,0,6,2012-03-22T11:36:57.000Z,What if Disney was even more commercial?: Bambi 1989 VHS Opening,24
x3YnvTa9b4E,155291,233,20,0,33,2009-10-12T08:03:28.000Z,YouTube   Old Nickelodeon Bumpers Late 80's to mid 90's,22
W8ats_mpGmo,2849,2,0,0,2,2008-02-18T15:10:39.000Z,Commercials From The World Series October 1988 KYW -3,24
3BeUXzrD_nc,99843,234,12,0,10,2009-01-18T12:49:23.000Z,Best Creative Advertisement !!,1
EKX73rFQmx4,4505,20,0,0,8,2009-12-21T01:20:54.000Z,TV1 - WDB eleje 1991,1
vk5bhtxAKVs,9123,7,0,0,4,2010-09-01T21:54:49.000Z,90s Nickelodeon/ commercials part 2,1
Q_fsoNviYCU,30853,1041,223,0,503,2011-11-30T23:11:45.000Z,Funny Local Commercial: Jonny's Leaf Peeping Emporium,1
cpKOIdXvpjY,5303,11,1,0,0,2015-01-25T15:24:01.000Z,Реклама 2005,10
bftU0rmdP9s,1222,0,0,0,0,2008-08-31T20:32:05.000Z,Japanese Commerical,23
616tSz_AGe0,25710,40,6,0,18,2008-12-01T13:10:40.000Z,Rede Globo Intervalo Comercial - Globo Reporter Novembro 1998 - Parte01,24
BwAnCVoEt-w,23662,115,3,0,28,2013-02-22T03:32:32.000Z,bert Weinman ford 70s commerical chicago,24
Y15cUH10uuI,5644,5,0,0,4,2013-11-01T19:56:32.000Z,"Tanda Comercial Canal 13\, Noviembre 1994 - 04/04",24
4j8JmwTKT6o,43514,331,3,0,35,2014-11-22T10:45:21.000Z,懐かしゲームCM集124　SCE提供CM/PS2編　ぼくのなつやすみ2 海の冒険篇　その②,20
AUrdh2J5Qx4,3920,102,3,0,NULL,2014-06-18T15:21:39.000Z,"My Reaction to Transformers Age Of Extinction \Autobots\"" TV Spot""",24
o1dbhnC4IkA,1643,5,0,0,1,2010-10-11T18:34:22.000Z,WKBD Detroit June 25 1983,22
xWSYruZpXSE,43634,94,8,0,16,2013-11-14T06:18:58.000Z,'79-93 家電CM集 vol.27 炊飯器,24
47jtI4DJJjE,1164,30,3,0,11,2011-09-08T02:40:46.000Z,comerciales graciosos(loquendo)1/2,22
FnSf3-LAofQ,6601,7,2,0,0,2009-06-25T03:09:15.000Z,WFLD April 1999 local ads (Part 3 of 7),24
FO4XpA8sAnY,4286,8,0,0,5,2009-01-13T00:04:41.000Z,WUAB Commercials July 1990 Part 1,24
D91EL_-CxvE,3585,9,1,0,1,2012-03-04T13:58:21.000Z,Spa Cosmetics - Clip.wmv,22
R7d1S6rBTKg,16488,97,9,0,35,2007-12-18T01:43:16.000Z,Commercials I Hate: Healthy Choice,23
7HM3wUY7TwA,3692,5,0,0,1,2011-05-05T04:37:01.000Z,"Tanda comercial TVN\, Dic 2006 3/",22
nOwNgmiVaQ0,1526,4,0,0,0,2009-06-05T21:46:19.000Z,Carosello 1976 (Jagermeister e Dash),1
xlZX32aEEKg,48806,106,30,0,0,2011-12-16T16:17:08.000Z,Tudo em Família // Namorados de Ocasião,24
wBjd4RQ43_k,35290,15,2,0,11,2013-08-22T00:41:51.000Z,Blue's Big Monday Commercial Break ( Part 4 of 10 ),24
71AJHY4Ct48,15597,113,6,0,30,2015-04-06T15:54:57.000Z,"Comerciales Videocentro\, Bran Flakes y Canal 5 1990",22
bCSQMSHbbkM,5073,10,1,0,0,2012-05-09T09:35:38.000Z,オリオンビールCM撮影in久米島,24
l7lkcuGOksY,3765,7,0,0,5,2007-11-05T12:31:28.000Z,Channel 4 UK - Junction - 1995 - 04,24
NaR3TnF7xKM,6596,10,1,0,0,2014-03-27T07:50:13.000Z,"Анонсы и реклама (РЕН-ТВ\, 14.03.2007). 6",10
B4Kqng-mKdM,11031,31,0,0,10,2009-11-29T17:28:30.000Z,Gimme a Break Closing / NBC Intershow September 1986,24
kXNh19JiTrg,15231,5,0,0,0,2009-10-15T00:48:24.000Z,Toy Story Trailer,1
IiasBqMBekk,11755,2,2,0,0,2010-05-18T13:48:09.000Z,Marmaduke (Trailer),1
LUgKIy5ROLM,7460,16,1,0,2,2012-08-19T23:39:11.000Z,Comerciales Antiguos Chile 1989 - Parte 2,24
OwyR8BS4E-o,34072,18,9,0,0,2013-10-01T11:45:58.000Z,懐かしいテレビコマーシャル（1995年10月）,24
Zniwp4N4QSg,6219,7,1,0,6,2015-08-26T01:18:52.000Z,Opening To Veggietales:Where's God When I'm S-Scared 1998 VHS (Lyrick Studios Print),24
A-aRDg0hWHA,4802,7,0,0,1,2009-08-11T19:17:09.000Z,3-1-2002 WFLD commercials (part 2 of 7),24
FU5eogufIvc,238580,665,26,0,108,2008-12-26T11:32:23.000Z,ネルネ・オブ・ネルネ(修正),23
Fi4VBWwrhpo,4790,13,0,0,0,2011-10-15T01:46:38.000Z,1992 TV3 Ad Break Part 5,24
AuQ-eglbCps,13738,135,5,0,29,2010-12-12T06:59:54.000Z,edited commercial bundle #1,23
fnbI-caDhEk,1183,4,0,0,0,2011-10-14T09:27:17.000Z,Dreiviertelmond - Trailer (deutsch),24
bswimn5jKRg,2436,7,1,0,1,2012-07-10T21:51:19.000Z,Polonia 1 - Blok reklamowy i zapowiedzi 1995 - 2,24
mlZwQ43aj-E,7017,13,1,0,1,2012-04-10T12:15:26.000Z,気持ち悪い手作りふりかけ　勝手にテレビショッピング funny ad,23
xkLMPMsypQM,43505,36,7,0,11,2006-08-02T14:50:08.000Z,Nike Training Tha Brazilian Way,17
n0396DstlUI,11898,11,0,0,1,2007-12-27T04:18:03.000Z,Sean Hackley Disney Commercial 1,17
HIShcaNUbdM,9624,22,2,0,11,2010-10-24T16:48:34.000Z,ANTENA 3 | Bloque de anuncios 14/11/1996,24
bq_N5WaP58g,2750,5,0,0,0,2012-02-24T22:39:28.000Z,Woodlands Boxing & Fitness Commercial 2012,17
WbLkGzVSOjA,1897,0,0,0,0,2007-03-01T19:14:16.000Z,Sistema Inteligente,25
Ao1_ee912Cc,485819,307,187,0,46,2015-06-17T18:19:56.000Z,"Disney Junior on Disney Channel Commercial Break June 17\, 2015 Part 7",22
kmLHYgvU3UA,10394,21,9,0,2,2007-10-24T13:26:56.000Z,Transformers Parody - Autobot Race Part 1,23
Bbj_8AxMXfQ,61201,434,10,0,83,2012-01-29T03:04:24.000Z,Coletânea de Vinhetas da TV Itacolomi - Anos 50/60,24
u41axucgmmI,14545,15,3,0,1,2012-08-23T06:54:04.000Z,Cockneys vs Zombies Trailer Official,24
ucQLz5tpzrc,7532,21,1,0,1,2009-11-18T13:58:58.000Z,[Minna no NC] New Super Mario Bros. Wii - Commercials 3,20
yvRHCv7Tko0,7628,6,2,0,0,2014-07-15T02:56:01.000Z,2x2 - Анонс и реклама (14.07.2014) #месяц_телефапа,10
GVw6W2GyjtE,3221,10,0,0,2,2010-05-16T10:47:27.000Z,Silly Adverts 1986.mov,23
nQog1kWxUeM,12939,26,9,0,10,2007-04-02T04:29:33.000Z,WoW Commercial spoof,1
0sWGnwMhA70,3878,15,0,0,1,2013-12-15T23:50:42.000Z,The Brutally Honest Advertising Coca-Cola That Never,26
IKvMF2VKonc,120365,190,9,0,66,2009-02-18T07:37:54.000Z,Fraggle Rock(version QUÉBEC)[+bonus]4vidéos,24
pZGbZYDQvjY,3645,17,1,0,0,2013-07-03T02:43:28.000Z,ABC Commercials etc. - WEWS Cleveland 1978 part 3,24
XP4nh0m27Xc,12461,14,1,0,15,2008-04-10T08:13:25.000Z,"One Life To Live-December 22\, 1995 Commercial Break-1",24
uMqHJXdEJno,29792,53,4,0,11,2007-03-03T18:54:57.000Z,Nike India Cricket Commercial,24
EP0P7evDWt0,7000,6,3,0,1,2013-02-10T06:22:47.000Z,Circus Os + Baby Alive + Marshmallow Alpha Bits + Cheerios + Berry Bears + Nurse,24
EDf9gKIZfoI,23863,NULL,NULL,0,6,2011-07-11T14:34:28.000Z,au 【What's Android au ? 櫻井さん篇（2011 Summer）】,24
D7Q3cTJUS14,22011,118,1,0,14,2012-07-02T13:00:08.000Z,Vintage Mini BMC Commercial - From the Autoline Vault,2
O-qLBXIX2Mk,146221,1078,22,0,76,2010-02-18T04:28:44.000Z,Cirkus ABC - How IT works,1
LsyLZ5vyRrY,8811,18,8,0,5,2011-08-30T15:47:54.000Z,Worst behaved babies ever ! Our Culturepub selection,24
oAC60Bl0UrQ,3212,14,1,0,7,2009-08-03T05:11:39.000Z,"Television for doctors\, circa 1991 - part 1",24
Etwdk231H5Q,5328,8,0,0,3,2012-07-09T13:01:26.000Z,ITV1 Adverts 2005 (13),24
HMQyInPXhxk,5683,8,1,0,2,2009-03-30T23:50:52.000Z,Tanda Comercial Canal 13 (Noviembre 1996) - Parte 1,24
IfQLidmZAmg,88061,209,13,0,59,2008-07-26T04:37:48.000Z,Hyundai Stellar 1983 Promo (korea),2
UJcPhXGxKpw,12467,40,2,0,8,2012-05-12T16:15:58.000Z,Iklan Tersedih Untuk Ditonton (Cinta Dalam Diam).mp4,24
GRKjrFiOZ5I,18065,12,5,0,0,2011-03-20T14:01:44.000Z,サムスンスマートTVメイキング,24
tNvcbTqrrV8,18677,56,3,0,36,2009-02-17T05:12:23.000Z,comerciales colombia enero 13 1988,24
ea4kuoP8KMM,10283,28,3,0,1,2015-04-18T06:08:46.000Z,Comerciales Mexico 2004,24
pEKQyffY1K0,135158,101,5,0,7,2013-10-08T18:22:34.000Z,SUNAMI - Mudanza  (TV comercial) #sunamidejaelsucioatras,24
aYx4gBTsoiY,2773,26,5,0,18,2011-11-02T01:57:27.000Z,Commercial Break,23
Q2kdFcXw0RQ,44113,45,11,0,12,2008-10-06T10:22:30.000Z,【懐かしCM】パチンコダイエー【新潟】,24
Y8_geuFowwc,4687,9,2,0,0,2010-03-16T08:50:10.000Z,BIO SILVER GEL,22
1IfBxK-V8K8,23773,50,9,0,2,2014-02-23T20:52:50.000Z,Shrimp On The Barbie 1990 Movie,24
cGw_wCdAJu4,1175,3,1,0,1,2008-01-04T01:46:10.000Z,Helmet Safety Commercial (For School),23
dAQAz9tq4EY,407390,295,32,0,43,2009-01-21T19:36:25.000Z,Lustige clips 2,24
5rk5KiIyHu8,6047,19,0,0,4,2008-05-18T16:55:11.000Z,Anuncios de Television 1990 - Tanda I,26
YFZ5AgTDoVM,13399,15,1,0,0,2010-11-27T02:34:29.000Z,CM集 1985年10月11日 金曜ロードショー スター・ウォーズ 2,19
NJDayGGrkdY,2192,21,0,0,0,2013-10-24T21:00:52.000Z,2 Minute Miracle Gel Skin Care Dallas     Ocean Avenue Texas,28
JHTfFR15jM8,8261,7,1,0,0,2014-05-05T13:46:42.000Z,【CM】 花王 ／ 竹下景子・中嶋朋子・栗原小巻・斉藤ともこ・音無美紀子,24
Oaax0zDTi_w,9249,14,2,0,4,2015-08-26T00:41:52.000Z,Opening To Veggietales:Are You My Neighbor? 1998 VHS (Lyrick Studios Print),24
0L_nzBD4KLg,9219,10,0,0,1,2013-07-10T00:07:47.000Z,"Nickelodeon commercials - July 9\, 2013 - (part 4 of 7)",24
ZO8y8zCKhQw,47154,275,11,0,66,2013-08-29T23:45:55.000Z,Tanda Comercial Cartoon Network (Abril 2001),1
9fyKRzbE9SA,65995,91,24,0,35,2013-01-03T20:37:10.000Z,Tanda comercial Nickelodeon Latinoamérica 3/1/13,1
caNP9e0lUmA,5508,8,0,0,0,2014-04-18T17:44:49.000Z,Dawne reklamy 2003,19
uUtsZlsyQJU,1412,6,1,0,5,2011-12-27T04:40:48.000Z,The best commercials of 2011,25
kww0lKx-xjE,17707,107,1,0,27,2013-02-09T04:04:02.000Z,1964 Studebaker Line up,2
KMS7nONIVyE,64498,30,8,0,11,2011-06-30T02:16:57.000Z,Mister Rogers a Day At The Circus 120,24
Bx-edT92YC4,1694,3,2,0,1,2013-02-28T18:01:13.000Z,STARLIGHTTVC  JAPAN VILLA - PHIM 3D KIẾN TRÚC - DỰ ÁN BẤT ĐỘNG SẢN,1
W9Wf9SYdt4U,1664,NULL,NULL,0,NULL,2012-08-03T04:41:42.000Z,Making of the Qantas Olympic TV Commercial,19
AoeNeV5xbRU,2421,1,0,0,0,2012-03-20T21:17:04.000Z,"Fox Kids commercials - February 28\, 2001 - #5",24
v4TUj7iSy8k,1843,1,0,0,2,2011-10-26T23:35:06.000Z,Channel 4 Adverts 1994 (11),24
FMexu100zBQ,169204,206,33,0,14,2012-01-04T17:25:25.000Z,Copito de nieve 2011 dvdrip español trailer Mixzinet.com,1
ILi6Q7V-H2s,1486,0,1,0,0,2009-07-31T08:10:54.000Z,Amazing Cones at Chill Spot,24
OHEw2bRT0cc,47099,37,8,0,6,2006-07-28T11:08:19.000Z,Sabrina's First Commercial,24
dJZmWn-aTb8,70692,72,10,0,6,2008-10-02T13:53:07.000Z,Spot Radio,23
#NAME?,3149,11,2,0,2,2013-08-28T20:20:24.000Z,PROPAGANDAS TV COLOMBIANA 97 003,24
XAljWm5P9NY,7494,12,1,0,4,2014-10-19T03:54:37.000Z,懐かしゲームCM集98　テイルズオブエターニア　天誅弐　ロックマンX5　エムブレムサーガ　ほか,20
#NAME?,3365,56,0,0,0,2014-05-04T08:53:08.000Z,"Don't wait for an angel\, be an angel. Serve Humanity.",22
7xy43naPsj8,10032,23,0,0,2,2010-11-24T20:51:26.000Z,IDEAL,27
vbo-77yBi2I,1305,4,0,0,2,2010-12-11T06:06:13.000Z,TBS commercial break 2 (1989),24
aV5MnagQenc,259424,488,37,0,211,2008-01-07T14:26:25.000Z,UK ITV Adverts 1976 x 7,24
A83goTlHYwA,6532,3,3,0,0,2012-05-23T11:34:17.000Z,NiceCrane287 Adverts 2012 (15),24
uhkgppARoyc,7999,36,1,0,0,2014-11-07T09:12:06.000Z,「母の手紙」篇（3分37秒）,24
WQ8ju5dS77A,23194,54,2,0,31,2011-03-26T21:05:16.000Z,Smurfs Bumpers & Commercial Breaks NBC 1986,24
OnupLcZKM6A,3968,8,0,0,1,2014-07-03T17:17:28.000Z,LWT Adverts 1998 (36),24
n0-2Iz0ba1g,4508,16,1,0,3,2009-06-20T16:41:03.000Z,Brother of the Bride captioned,24
048wDSDqCUo,6593,6,2,0,0,2012-12-15T13:54:12.000Z,懐かしCM 1994-3,24
34d9wJCexMM,1181,2,5,0,NULL,2007-08-04T21:03:29.000Z,דיבובים משעשעים 1,23
#NAME?,33033,507,1,0,66,2015-04-10T03:42:49.000Z,"Its inevitable\, but I wish it could've lasted longer (W/Lion's Maneライオンのたてがみ)",22
SSYF1XFAdrs,29585,189,2,0,27,2014-05-05T23:42:49.000Z,Mario Kart History - Mario Kart Super Circuit TV commercials,20
9-hkUnrSesc,14318,48,5,0,7,2006-10-26T03:38:40.000Z,Play Station 3 Commercial Peter's Studio Nuts,24
tD0oXuR1m2g,3517,12,0,0,1,2011-10-24T16:17:21.000Z,Sequenza C5 17 marzo 1990 (3),24
u2mQXoLjA4k,65040,129,10,0,7,2014-10-08T10:35:59.000Z,井川遥、CMのあの店で「乾杯！」　「角ハイボール CMのあのお店」オープニングイベント(1),24
jRi8Z6B2HBA,4394,15,4,0,0,2014-11-07T12:05:26.000Z,"Реклама и анонс (ОРТ\, 25.12.1999). 1",10
eQnSR3VAQVM,14259,10,0,0,3,2011-07-30T16:57:31.000Z,"Sky Sports 3 Adverts - 16 July\, 2006 (4)",24
V5GG5l7pQVE,8905,77,2,0,5,2013-12-13T12:46:37.000Z,Air Jordan V Commercial,17
htZ_oNge6bQ,3433,0,1,0,0,2009-04-09T19:55:39.000Z,"Casablanca\, Morocco Film & TV Awards 2010 Filmbay Selection",20
f7QwDHW8cNs,3777,10,2,0,4,2011-03-16T19:10:44.000Z,RTLplus Werbung 1988   ALTES LOGO,24
q-VJ5to083Q,34078,58,2,0,18,2011-05-06T01:30:42.000Z,CCF Ed and Eddy Host pt. 5,1
C8rusR_l5iM,7234,10,0,0,4,2014-04-28T21:19:39.000Z,sequenza raiuno - 2 gennaio 1998 (3),22
WVTI6_yWceA,28044,229,6,0,13,2011-04-03T09:41:51.000Z,ふるさと総世紀末計画,10
2mTLO2F_ERY,5540475,28462,498,0,1458,2007-06-04T20:00:49.000Z,Mr. W,1
2wSGPR7ObTc,1882,6,1,0,0,2011-02-09T05:33:09.000Z,Среда обитания - Сыр или не сыр_004.mp4,25
MhhZ_DaQgRU,15058,29,8,0,8,2010-07-30T15:16:13.000Z,Rede Globo Intervalo Comercial - Super Cine 2010 Parte 01,24
flwOCIlJgFQ,16669,45,4,0,8,2009-03-20T19:53:06.000Z,Mickeytone News: One Magic Christmas,24
AsQSbKKVL_A,18447,90,0,0,1,2014-10-31T03:01:00.000Z,Ladies..look 20 years younger using this Neck & Face Cream!,17
2nfXTfXi6HA,5398834,8992,1550,0,2292,2006-11-06T09:08:09.000Z,"Chuck E. Cheese \University\"" Character Training""",24
TWy3auF0pbg,5319,12,1,0,0,2013-02-14T22:03:23.000Z,Блок Рекламы 66 (НТВ) 1997г,1
KCDfcdUKUeI,752030,5288,111,0,948,2012-02-01T16:41:41.000Z,"Cinco Pasta Bear | Tim and Eric Awesome Show\, Great Job! | Adult Swim",24
OWqVaTuz_eQ,22966,186,4,0,0,2010-12-29T22:38:41.000Z,Canon AE-1 Program & AL-1 TV Commercial Shutan Camera 1982,24
8GxKudPly08,4267,9,4,0,2,2012-06-26T15:28:37.000Z,What is targeted TV advertising?,28
EqRg5j3XlRg,7895,4,0,0,4,2009-08-30T21:14:53.000Z,10/25/2001 ABC/WLS ads (part 3 of 5),24
ox4lFMcBC4U,3471,45,0,0,1,2012-12-02T20:31:30.000Z,Тома feat. Natasha Bedingfield - Christmas Time,10
B_rckzAS4iQ,370373,8272,269,0,2000,2012-02-06T19:01:10.000Z,Super Bowl Commercials WINS & FAILS,24
bKT1gld9-fc,21281,24,1,0,8,2014-02-09T19:32:03.000Z,Cartoon Network Commercial Break 1999 #12,24
apsgLdmG7Hk,210785,247,15,0,17,2008-07-23T05:55:48.000Z,Trunk Monkey 1-4,24
iMtIJvfBKcM,512415,560,84,0,21,2012-10-30T15:11:35.000Z,Bebek firarda fragman,1
4G_JaddTUT0,321693,1526,148,0,391,2011-02-23T20:35:21.000Z,Tarako Compilation,24
FuG8MiA8I7c,12376,49,1,0,6,2014-02-05T09:22:14.000Z,ナショナル洗濯機 (超) 高速 うず潮,22
1GUQYupx5z8,46423,56,12,0,8,2007-09-15T03:46:18.000Z,BADD Company cabbage patch dolls,23
_vFxsu-HifY,10804,31,1,0,2,2014-06-09T23:09:07.000Z,Nike Futbol-El Juego Final Subtitulado al español 2014 HD,22
gw2Ns-ebSik,15006,114,4,0,25,2012-02-17T18:14:47.000Z,Intervalo Comercial (28) - TVS SBT - 1989,1
cS2asBh02e8,13122,68,1,0,16,2009-05-18T20:59:20.000Z,Rambler 1959 Dealer film,22
G5VcVomBi8o,13933,9,0,0,0,2007-12-22T14:23:25.000Z,ニコンレンズ・他CM　８０年代,24
ke3Hi8A4_bQ,24665,13,2,0,4,2009-03-10T09:31:54.000Z,Heineken reklámok,23
k4uIzPcR6wU,6679,18,0,0,1,2013-08-13T14:00:31.000Z,Good Neighbor Pharmacy - Straight Scoop TV Commercial - Extended Cut,27
z2HiBKQjxGU,4423,2,0,0,0,2009-02-02T21:04:35.000Z,"Bridgestone \Hot Item\"" Super Bowl TV Spot - Behind the Scene""",2
Us2p5MxE44E,5080,4,2,0,1,2012-06-01T03:16:30.000Z,ABC Daytime Commercials - February 1999,24
rmYU0wwFNRo,28803,10,4,0,2,2011-10-14T14:20:54.000Z,秋田の番組間CM（96年3月）①,24
2uT7Pwfnv0Y,2128,21,1,0,3,2012-05-30T14:01:47.000Z,El Mejor Trabajo del Mundo.,10
